gender,age,ethnic_group,social_class,religion,marital_status,income,education,party_id,eu_vote,x01_1,x01_2,x01_3,x01_4,x01_5,x01_6,wt_vote
female,25-34,british,working_class,no_religion,married,4,no_qual,no_party,no_vote,1,0,1,0,0,0,1.8727515377654798
male,55-64,british,working_class,no_religion,single,5,undergrad,no_party,remain,1,1,1,1,1,1,0.5119239090895225
male,18-24,british,working_class,no_religion,single,7,undergrad,no_party,leave,1,1,1,0,1,1,1.2971806460800968
male,55-64,british,working_class,no_religion,single,7,a_level,other_party,leave,1,1,1,1,1,1,1.2399095307542731
female,55-64,british,working_class,no_religion,separated,4,no_qual,snp,no_vote,1,0,1,0,0,0,1.662089096641555
male,55-64,british,working_class,no_religion,married,7,gcse,no_party,leave,1,1,1,1,1,1,1.2161982421291315
female,85plus,british,working_class,christian,widowed,4,no_qual,snp,remain,1,1,1,1,1,1,0.5794537173029475
female,65-74,british,middle_class,no_religion,single,7,gcse,lib_dem,leave,1,1,1,1,1,1,1.058221816440541
female,65-74,british,middle_class,no_religion,separated,6,postgrad,labour,leave,1,1,1,1,1,1,0.3524906286662898
female,65-74,british,working_class,no_religion,married,5,gcse,labour,leave,1,1,1,1,0,0,0.4974411850760768
male,65-74,british,middle_class,no_religion,single,6,undergrad,no_party,no_vote,1,1,1,0,1,1,0.45048231354884277
male,55-64,british,middle_class,christian,married,5,a_level,no_party,leave,1,1,1,1,1,1,0.6080991210645658
female,45-54,british,working_class,no_religion,separated,5,undergrad,labour,leave,1,0,1,1,1,1,0.8938556553746928
male,65-74,british,working_class,no_religion,married,3,no_qual,snp,remain,1,1,1,1,1,1,1.271457665444482
male,45-54,british,working_class,no_religion,single,5,gcse,snp,leave,1,1,1,1,1,1,1.214774756657879
female,55-64,british,working_class,no_religion,married,4,undergrad,snp,remain,1,1,1,1,1,1,0.9537509881192446
female,35-44,british,working_class,no_religion,married,8,undergrad,snp,leave,1,0,1,1,1,1,0.976130824476899
male,55-64,british,working_class,christian,married,7,a_level,labour,remain,1,1,1,1,1,1,1.061807684299659
female,45-54,british,working_class,no_religion,married,12,a_level,labour,remain,1,1,1,0,1,1,2.7749153038270364
female,25-34,british,working_class,christian,married,12,undergrad,labour,remain,0,1,1,1,1,1,1.0463056285751697
male,65-74,british,working_class,no_religion,single,4,undergrad,labour,remain,1,1,1,1,1,1,0.3857745829861236
male,65-74,british,working_class,no_religion,married,4,gcse,labour,leave,1,1,1,0,0,1,1.737216737458228
male,65-74,other,working_class,no_religion,separated,4,gcse,labour,leave,1,0,0,0,0,0,0.5444121066677284
male,45-54,british,working_class,christian,separated,11,undergrad,snp,leave,1,1,1,1,1,1,0.5711728637091248
female,35-44,british,working_class,no_religion,married,4,undergrad,labour,remain,0,0,0,0,1,1,1.253877623249846
male,55-64,british,working_class,christian,single,9,undergrad,lib_dem,remain,1,1,1,1,1,1,0.44693761396693527
female,75-84,british,working_class,christian,widowed,13,a_level,labour,remain,1,0,1,1,1,1,1.0895414906544296
female,35-44,british,working_class,christian,married,7,undergrad,no_party,remain,1,0,1,0,1,1,1.4320506034844778
female,45-54,british,working_class,no_religion,single,7,undergrad,snp,remain,1,1,1,0,0,1,0.5218930709418883
female,45-54,british,working_class,christian,married,15,a_level,no_party,remain,1,1,1,0,0,1,1.109966121530814
male,65-74,british,middle_class,no_religion,married,5,a_level,labour,remain,1,1,1,1,1,1,0.623571534575794
female,25-34,british,working_class,christian,married,9,no_qual,labour,no_vote,1,0,0,0,0,0,0.5465824651254666
female,55-64,british,middle_class,no_religion,married,5,no_qual,snp,remain,1,1,1,1,1,1,1.662089096641555
female,55-64,british,working_class,no_religion,single,8,no_qual,snp,leave,1,1,1,1,0,0,1.1329323114079266
female,18-24,british,working_class,no_religion,single,3,no_qual,no_party,remain,1,0,1,0,0,1,1.0291568667677233
female,25-34,other,working_class,no_religion,married,6,no_qual,labour,remain,0,0,0,1,1,1,1.0931649302509332
male,65-74,british,middle_class,christian,married,7,a_level,cons,leave,1,1,1,1,1,1,0.623571534575794
male,65-74,british,working_class,no_religion,married,10,no_qual,cons,leave,0,1,0,0,0,0,0.623571534575794
male,45-54,british,working_class,no_religion,married,5,no_qual,labour,remain,0,0,0,0,1,1,2.081086971064391
female,45-54,british,working_class,no_religion,married,6,undergrad,labour,no_vote,0,0,0,1,0,1,0.4469278276873464
female,85plus,british,working_class,no_religion,single,13,no_qual,cons,no_vote,0,1,1,0,0,0,0.9332720276774695
male,25-34,british,working_class,no_religion,married,15,no_qual,snp,no_vote,0,1,1,0,0,1,2.0495862436163317
female,55-64,british,working_class,no_religion,married,13,no_qual,labour,remain,0,1,0,1,0,1,0.48509838992548004
male,75-84,british,working_class,no_religion,single,3,no_qual,labour,leave,0,0,1,1,1,0,0.5962107642317146
male,45-54,british,working_class,no_religion,married,9,a_level,labour,leave,1,0,1,0,1,1,1.8221621349868184
female,55-64,british,middle_class,no_religion,married,4,a_level,snp,leave,1,0,1,0,1,1,1.1329323114079266
female,65-74,british,working_class,christian,married,3,no_qual,labour,remain,1,0,1,0,0,0,0.9948823701521536
female,55-64,british,working_class,no_religion,married,4,no_qual,cons,leave,1,1,1,1,1,1,1.111266791172591
female,65-74,british,working_class,christian,married,6,undergrad,labour,leave,1,1,1,1,0,1,0.7049812573325795
female,25-34,british,middle_class,no_religion,single,7,undergrad,no_party,leave,1,0,1,0,0,0,1.5649285939467852
female,65-74,british,working_class,no_religion,married,6,no_qual,labour,remain,1,1,1,0,1,1,0.9948823701521536
female,65-74,british,middle_class,christian,married,13,no_qual,cons,remain,1,0,1,0,1,0,1.1395417528009137
female,45-54,british,working_class,christian,single,4,gcse,labour,leave,1,0,0,1,0,0,0.554983060765407
female,65-74,british,working_class,christian,widowed,3,no_qual,no_party,leave,1,0,1,0,0,0,0.5808792641883557
female,55-64,british,working_class,no_religion,married,9,below_gcse,snp,remain,1,0,1,1,1,1,1.1329323114079266
female,55-64,british,working_class,christian,married,12,a_level,no_party,leave,1,1,1,1,1,1,1.6993984671118896
female,55-64,british,working_class,christian,married,4,a_level,ukip,leave,0,0,1,0,0,1,0.5556333955862955
female,65-74,british,middle_class,christian,widowed,3,a_level,snp,leave,1,1,1,1,1,1,0.8521895630929753
female,85plus,british,working_class,christian,widowed,8,no_qual,snp,no_vote,1,1,0,0,1,0,0.9332720276774695
female,45-54,british,working_class,no_religion,married,6,no_qual,labour,no_vote,1,0,1,0,0,0,1.109966121530814
female,25-34,british,working_class,no_religion,married,5,no_qual,labour,remain,1,0,1,0,0,0,1.8727515377654798
female,55-64,british,middle_class,no_religion,widowed,3,undergrad,snp,no_vote,1,1,1,0,0,1,0.4768754940596223
female,25-34,british,working_class,no_religion,married,12,undergrad,snp,remain,1,0,1,0,1,0,1.0667046506176812
female,65-74,british,working_class,no_religion,married,4,no_qual,no_party,no_vote,1,0,1,0,0,0,1.7043791261859507
female,25-34,british,middle_class,no_religion,single,2,a_level,snp,remain,1,0,0,0,0,0,0.9363757688827399
male,45-54,british,middle_class,no_religion,married,12,undergrad,snp,remain,1,1,1,1,1,1,1.1423457274182496
male,65-74,british,middle_class,no_religion,married,11,a_level,cons,remain,1,1,1,1,1,1,1.247143069151588
female,18-24,british,working_class,no_religion,single,14,undergrad,snp,remain,1,0,1,0,0,0,1.6158241079537419
male,75-84,british,middle_class,christian,married,15,undergrad,cons,leave,1,1,1,1,1,1,1.121589744960391
male,18-24,british,working_class,no_religion,single,4,undergrad,labour,no_vote,0,0,1,0,0,0,1.9457709691201448
male,18-24,british,working_class,no_religion,married,6,undergrad,snp,remain,0,0,1,0,0,1,1.2971806460800968
female,45-54,british,middle_class,no_religion,married,8,a_level,lib_dem,leave,1,0,1,0,0,0,1.1806324049486998
female,45-54,british,working_class,no_religion,single,6,a_level,no_party,remain,1,1,1,0,0,1,1.901534437705809
male,55-64,british,middle_class,no_religion,married,14,undergrad,lib_dem,remain,1,1,1,1,1,1,0.5219044987187942
male,45-54,british,working_class,christian,married,8,a_level,labour,leave,1,0,0,0,1,0,3.1216304565965847
male,45-54,british,middle_class,no_religion,married,14,postgrad,cons,remain,1,1,1,1,1,1,1.1205001906426484
male,45-54,british,working_class,no_religion,married,14,undergrad,cons,remain,1,1,0,0,0,1,1.1205001906426484
male,45-54,british,working_class,no_religion,married,10,a_level,no_party,leave,1,0,1,0,0,1,2.081086971064391
male,45-54,british,working_class,no_religion,married,3,a_level,labour,leave,1,0,1,0,0,1,1.214774756657879
male,75-84,british,middle_class,no_religion,married,6,a_level,cons,leave,1,1,1,1,1,1,1.365803796900078
female,25-34,british,working_class,no_religion,married,11,undergrad,no_party,remain,1,0,1,0,1,1,1.0463056285751697
female,45-54,british,working_class,no_religion,separated,2,no_qual,no_party,remain,0,0,1,1,1,1,0.9507672188529045
male,18-24,british,working_class,no_religion,single,14,gcse,labour,no_vote,0,0,1,0,0,0,2.252670163781822
female,35-44,british,middle_class,no_religion,married,1,a_level,snp,leave,1,0,0,0,0,0,1.2261613020612663
female,65-74,british,working_class,christian,married,9,below_gcse,labour,leave,1,0,1,0,0,1,0.4974411850760768
male,55-64,british,working_class,no_religion,married,6,gcse,snp,remain,1,1,1,1,1,1,1.2399095307542731
male,55-64,british,working_class,no_religion,single,3,a_level,snp,no_vote,0,1,1,1,1,1,0.9095159927637516
male,55-64,british,working_class,christian,separated,6,no_qual,snp,remain,1,0,1,1,1,1,0.6199547653771366
female,65-74,british,working_class,christian,married,6,below_gcse,labour,leave,1,0,1,0,0,1,0.9948823701521536
male,85plus,british,middle_class,no_religion,married,5,no_qual,no_party,leave,1,1,0,1,1,1,1.365803796900078
male,45-54,british,working_class,no_religion,single,3,no_qual,snp,no_vote,1,0,1,0,0,0,1.0405434855321956
female,35-44,british,working_class,no_religion,married,10,gcse,snp,remain,1,1,0,0,0,0,1.2261613020612663
male,45-54,british,working_class,no_religion,married,13,postgrad,labour,remain,1,1,1,1,1,1,2.004018926916448
female,45-54,british,middle_class,christian,married,11,undergrad,cons,remain,0,1,1,1,0,1,1.048683163294515
female,25-34,british,working_class,no_religion,single,6,undergrad,labour,leave,1,0,1,0,1,0,0.9356608327756063
female,55-64,british,middle_class,no_religion,married,7,undergrad,cons,remain,1,0,1,1,1,1,0.8898447412331117
male,25-34,british,working_class,christian,married,13,undergrad,cons,leave,1,0,1,0,1,1,1.1729054184508645
female,45-54,british,working_class,no_religion,married,6,no_qual,cons,no_vote,1,1,1,1,1,1,1.9477023619738236
male,75-84,british,working_class,no_religion,widowed,8,no_qual,cons,leave,1,1,1,1,0,1,0.6994822782238411
female,45-54,british,middle_class,no_religion,married,14,postgrad,labour,remain,1,1,1,1,1,1,1.3733367669144716
female,55-64,british,working_class,no_religion,widowed,7,no_qual,no_party,leave,1,1,1,0,0,0,0.569123785252421
male,55-64,british,middle_class,no_religion,separated,4,undergrad,labour,remain,1,1,1,1,1,1,0.4577889461884268
female,55-64,british,working_class,christian,married,5,no_qual,ukip,leave,1,0,1,0,0,0,2.501319768514509
female,75-84,british,middle_class,christian,married,5,below_gcse,cons,leave,1,1,1,1,0,1,1.2782643484882943
male,65-74,british,working_class,christian,married,5,postgrad,lib_dem,remain,1,1,1,1,1,1,0.7902818393108553
male,65-74,british,working_class,christian,widowed,3,undergrad,cons,leave,1,1,1,1,0,1,0.452595793931545
female,45-54,british,middle_class,christian,married,9,postgrad,cons,remain,1,0,1,0,0,0,1.5730247449417722
male,45-54,british,middle_class,christian,married,13,undergrad,labour,leave,1,0,1,1,1,1,1.002009463458224
female,25-34,british,working_class,christian,married,7,a_level,green_party,remain,1,0,1,1,0,1,1.1197062090789758
female,55-64,british,middle_class,no_religion,married,14,postgrad,lib_dem,remain,1,1,1,1,1,1,0.41829171893432177
female,45-54,british,middle_class,no_religion,married,12,postgrad,green_party,remain,1,1,1,1,1,1,0.9155578446096476
female,75-84,british,middle_class,no_religion,married,13,no_qual,cons,leave,1,1,1,1,0,0,1.2782643484882943
female,55-64,british,middle_class,no_religion,married,9,undergrad,lib_dem,remain,1,1,1,1,1,1,0.8898447412331117
female,75-84,british,middle_class,no_religion,widowed,6,postgrad,cons,remain,1,1,1,0,1,1,0.45506674691963434
female,55-64,british,middle_class,no_religion,married,7,undergrad,green_party,leave,1,1,1,1,1,1,1.2462286626273242
male,45-54,british,working_class,no_religion,single,13,undergrad,cons,leave,1,1,1,1,1,1,1.1477051504467417
male,55-64,british,middle_class,no_religion,married,15,postgrad,lib_dem,remain,1,1,1,1,1,1,1.0487061260773192
male,65-74,british,middle_class,no_religion,married,11,gcse,cons,remain,1,1,1,1,1,1,1.9161342440133362
male,75-84,british,middle_class,no_religion,married,14,below_gcse,cons,no_vote,1,1,1,1,1,1,0.606478518302075
female,25-34,other,middle_class,other_religion,married,14,postgrad,cons,leave,1,0,1,0,1,1,1.0717091963798826
female,45-54,british,middle_class,no_religion,married,13,undergrad,labour,remain,1,0,1,1,1,1,0.9155578446096476
female,75-84,british,working_class,christian,widowed,3,no_qual,cons,leave,1,1,0,0,0,1,0.6391321742441471
female,45-54,british,working_class,christian,separated,5,undergrad,labour,leave,1,0,1,0,0,0,0.4577789223048238
male,18-24,british,working_class,no_religion,single,6,gcse,no_party,leave,0,0,1,0,0,0,4.614726835070468
female,85plus,british,working_class,christian,widowed,3,no_qual,labour,leave,1,0,0,0,0,0,0.5579973974535056
male,55-64,british,working_class,no_religion,married,5,gcse,labour,remain,1,1,1,1,1,1,1.087587631159358
male,65-74,british,middle_class,christian,married,15,postgrad,cons,leave,1,1,1,1,1,1,1.3538684684092501
female,65-74,british,middle_class,christian,married,5,below_gcse,cons,remain,1,1,1,1,1,1,1.167209028397052
female,25-34,british,working_class,christian,married,13,undergrad,labour,remain,1,0,1,0,1,1,0.9356608327756063
male,35-44,other,working_class,christian,married,8,postgrad,cons,leave,1,1,1,0,1,1,1.0733140916587347
male,55-64,british,middle_class,no_religion,married,12,undergrad,labour,remain,1,1,1,1,1,1,0.9738683983470912
female,35-44,british,middle_class,christian,married,13,postgrad,cons,leave,1,0,1,0,1,1,0.9807104345668719
male,18-24,british,middle_class,christian,single,11,undergrad,no_party,remain,0,0,1,0,1,1,1.551152082294912
male,35-44,british,middle_class,no_religion,married,12,postgrad,green_party,remain,1,1,1,1,0,1,0.9306053351842307
female,65-74,british,working_class,christian,married,2,no_qual,cons,remain,1,0,1,0,0,1,1.167209028397052
female,35-44,british,middle_class,christian,married,15,gcse,cons,leave,0,0,1,0,1,0,1.231913953785858
female,45-54,british,working_class,christian,separated,11,no_qual,labour,no_vote,1,0,1,0,1,0,0.5684576607575913
male,45-54,other,middle_class,other_religion,married,5,a_level,labour,no_vote,1,0,0,0,0,0,2.1316143050795313
female,65-74,british,working_class,christian,widowed,4,gcse,labour,leave,1,0,1,0,0,0,0.5095187086302082
male,18-24,other,working_class,christian,single,5,undergrad,no_party,no_vote,1,1,0,0,0,0,1.3286752835910616
male,35-44,british,middle_class,no_religion,single,2,no_qual,no_party,remain,1,0,1,0,1,1,1.0082596290804187
male,18-24,british,working_class,christian,single,14,no_qual,labour,no_vote,0,0,1,0,0,0,0.673428567145388
male,35-44,british,working_class,no_religion,married,10,a_level,cons,leave,1,0,1,0,1,1,1.3482375222135252
male,45-54,british,working_class,no_religion,married,9,gcse,cons,remain,1,1,1,1,1,1,1.4251896565651878
female,75-84,british,working_class,no_religion,married,6,gcse,cons,remain,1,1,1,0,1,1,1.2782643484882943
male,25-34,other,middle_class,other_religion,married,15,a_level,labour,remain,1,0,1,0,0,0,1.4036170305493278
male,45-54,british,middle_class,christian,married,13,undergrad,cons,leave,1,0,1,0,1,1,1.7215577256701116
female,65-74,british,middle_class,christian,single,8,undergrad,cons,remain,1,1,1,1,0,1,0.4135466227446801
male,55-64,british,middle_class,no_religion,single,8,a_level,cons,leave,1,1,1,1,1,1,0.6228633417970744
male,35-44,british,middle_class,no_religion,single,12,undergrad,lib_dem,remain,1,1,1,1,1,1,1.495080436800065
female,55-64,british,middle_class,no_religion,married,6,a_level,cons,remain,1,1,1,1,1,1,1.7024434557416839
male,65-74,british,working_class,christian,single,2,no_qual,ukip,leave,1,0,0,0,0,0,0.5614319869566285
male,25-34,other,working_class,other_religion,married,3,no_qual,labour,leave,1,0,0,0,0,0,1.4036170305493278
male,25-34,other,working_class,christian,married,15,undergrad,labour,no_vote,0,0,1,0,0,0,1.7542801808573167
male,65-74,british,working_class,christian,married,4,no_qual,labour,leave,1,1,0,1,1,0,1.115260102597132
male,75-84,british,working_class,christian,widowed,6,below_gcse,no_party,leave,1,1,1,1,1,1,0.6994822782238411
male,55-64,british,working_class,christian,married,6,a_level,labour,remain,1,1,1,0,0,1,1.087587631159358
male,55-64,british,working_class,christian,single,8,below_gcse,labour,remain,1,1,1,1,1,1,1.087587631159358
male,65-74,british,middle_class,no_religion,separated,5,postgrad,no_party,leave,1,1,1,1,1,1,0.90519158786309
male,55-64,british,middle_class,christian,married,15,a_level,cons,remain,1,1,1,1,1,1,1.2457266835941487
male,65-74,british,middle_class,christian,married,13,a_level,cons,remain,1,1,1,1,1,1,1.2774228293422245
female,65-74,british,middle_class,christian,widowed,11,undergrad,cons,leave,1,1,1,0,1,1,0.4135466227446801
male,75-84,british,working_class,no_religion,married,5,no_qual,lib_dem,leave,1,0,1,1,1,1,1.1742088172370226
female,45-54,british,working_class,no_religion,separated,7,a_level,no_party,no_vote,1,0,1,0,1,1,1.1369153215151826
male,45-54,british,middle_class,no_religion,married,10,gcse,cons,leave,1,1,1,1,1,1,1.4251896565651878
male,35-44,british,middle_class,christian,married,15,undergrad,no_party,remain,0,1,1,1,1,1,1.0733140916587347
female,55-64,british,working_class,christian,married,12,undergrad,cons,leave,1,1,1,1,1,1,0.9582256010901581
female,45-54,british,middle_class,no_religion,married,14,a_level,cons,remain,1,0,1,0,1,1,1.3022267929699942
female,35-44,british,middle_class,christian,married,15,postgrad,labour,remain,1,0,1,1,1,1,0.8562139291312992
female,65-74,british,working_class,christian,married,6,no_qual,cons,leave,1,1,1,1,1,1,1.167209028397052
male,65-74,british,middle_class,no_religion,single,3,postgrad,cons,leave,1,1,1,1,1,1,0.452595793931545
female,45-54,british,working_class,no_religion,single,5,below_gcse,ukip,leave,1,0,1,0,0,0,0.9738511809869118
male,75-84,british,working_class,christian,married,5,no_qual,ukip,leave,1,0,0,1,0,0,1.2297000375556992
male,55-64,british,working_class,christian,separated,3,gcse,no_party,no_vote,1,0,1,1,1,1,0.9315984040216444
male,45-54,british,working_class,no_religion,married,4,a_level,no_party,leave,0,0,1,0,1,1,2.1316143050795313
male,45-54,british,working_class,no_religion,separated,4,below_gcse,cons,no_vote,1,0,1,1,0,1,2.1316143050795313
female,85plus,british,working_class,christian,widowed,3,no_qual,labour,remain,1,0,1,0,1,0,0.955931218823781
male,25-34,british,middle_class,no_religion,married,10,undergrad,lib_dem,remain,1,1,1,1,1,1,1.0240106778049456
female,55-64,british,working_class,no_religion,married,2,below_gcse,cons,leave,1,0,0,0,0,0,1.138247570504842
female,45-54,british,middle_class,christian,married,13,undergrad,lib_dem,remain,1,0,1,1,1,0,0.9738470742335431
male,55-64,british,working_class,christian,married,15,a_level,cons,leave,1,1,1,1,1,1,1.2457266835941487
female,55-64,british,middle_class,christian,married,15,postgrad,cons,remain,1,1,1,1,1,1,0.8898447412331117
male,25-34,british,working_class,no_religion,married,10,a_level,cons,leave,1,0,1,0,1,1,2.0993487620328826
female,75-84,british,working_class,christian,widowed,4,no_qual,ukip,leave,1,0,1,0,0,0,0.955931218823781
female,25-34,british,working_class,no_religion,single,3,gcse,no_party,leave,1,0,1,0,0,1,0.5598531045394879
female,65-74,british,working_class,no_religion,married,5,no_qual,cons,leave,1,0,0,0,0,0,1.167209028397052
female,45-54,british,working_class,no_religion,married,4,a_level,green_party,leave,1,1,1,0,0,0,0.9738511809869118
male,65-74,british,middle_class,no_religion,married,13,undergrad,labour,remain,1,1,1,1,1,1,0.7902818393108553
male,65-74,british,working_class,christian,single,5,undergrad,labour,remain,1,1,1,1,1,1,0.39514091965542764
male,25-34,british,middle_class,no_religion,married,7,no_qual,cons,leave,1,1,1,1,1,1,1.4036170305493278
male,45-54,british,working_class,no_religion,married,6,a_level,labour,leave,1,0,1,1,1,1,2.1316143050795313
female,25-34,british,middle_class,no_religion,single,12,postgrad,cons,remain,1,0,1,0,0,1,0.46783041638780315
female,55-64,british,working_class,christian,married,12,gcse,cons,no_vote,1,1,1,0,1,1,1.138247570504842
female,25-34,british,working_class,no_religion,married,13,postgrad,cons,leave,1,0,1,0,1,1,1.0717091963798826
male,25-34,british,middle_class,no_religion,married,5,no_qual,no_party,no_vote,0,0,1,0,0,0,3.1490231430493236
female,18-24,british,working_class,no_religion,married,2,gcse,lib_dem,no_vote,0,0,0,0,0,0,2.1082881492942964
male,35-44,british,middle_class,no_religion,separated,7,undergrad,green_party,remain,1,1,1,1,1,1,0.4685309971321884
female,25-34,british,working_class,no_religion,single,4,undergrad,labour,leave,0,0,1,0,1,1,0.46783041638780315
male,18-24,british,working_class,no_religion,married,8,undergrad,no_party,leave,1,0,1,0,0,1,1.3286752835910616
male,55-64,british,middle_class,no_religion,single,6,postgrad,labour,leave,1,1,1,1,1,1,0.4546346328406548
female,18-24,british,middle_class,no_religion,single,8,undergrad,labour,leave,1,0,1,0,0,1,0.7086607007813489
female,55-64,british,working_class,no_religion,married,12,gcse,cons,remain,1,0,1,0,0,1,0.569123785252421
male,18-24,british,working_class,no_religion,single,14,postgrad,cons,remain,1,0,1,1,1,1,1.7766950302363897
female,55-64,british,working_class,christian,married,6,no_qual,no_party,leave,1,0,1,0,0,1,1.138247570504842
male,18-24,british,working_class,christian,single,8,undergrad,cons,leave,1,0,0,1,1,1,0.8883475151181949
male,18-24,british,middle_class,no_religion,married,8,gcse,labour,no_vote,1,0,0,0,0,1,1.346857134290776
male,35-44,british,working_class,no_religion,married,7,gcse,no_party,leave,0,0,1,0,0,1,1.0082596290804187
male,35-44,other,middle_class,no_religion,separated,13,undergrad,no_party,remain,1,1,1,1,1,1,0.4983601456000217
male,25-34,british,middle_class,no_religion,single,9,a_level,no_party,no_vote,0,1,1,1,1,0,1.0496743810164413
female,45-54,british,working_class,no_religion,married,14,gcse,cons,remain,1,0,1,0,1,1,1.9533401894549913
female,35-44,british,middle_class,no_religion,married,9,undergrad,no_party,no_vote,1,0,1,0,0,1,1.4668197890951278
female,45-54,british,working_class,no_religion,married,4,gcse,cons,leave,1,1,1,1,0,1,1.1290816086136364
female,45-54,british,working_class,christian,married,14,undergrad,cons,leave,1,0,1,0,0,0,1.048683163294515
male,65-74,british,middle_class,no_religion,married,10,no_qual,lib_dem,leave,1,0,1,1,1,1,1.2774228293422245
male,55-64,other,middle_class,christian,single,11,below_gcse,cons,leave,1,1,1,1,1,1,0.9315984040216444
female,35-44,british,working_class,no_religion,separated,11,no_qual,lib_dem,remain,1,0,1,0,0,1,1.0755283614255666
female,35-44,british,working_class,no_religion,married,15,a_level,labour,remain,1,0,1,0,0,0,0.5377641807127833
female,55-64,british,middle_class,no_religion,separated,4,undergrad,labour,remain,1,1,1,1,1,1,0.8365834378686435
male,55-64,british,middle_class,no_religion,single,11,postgrad,labour,remain,1,1,1,1,1,1,0.4577889461884268
male,75-84,british,middle_class,christian,widowed,7,a_level,no_party,leave,1,1,1,1,1,1,0.6495658497906043
female,65-74,british,working_class,christian,separated,3,no_qual,cons,leave,1,0,1,0,0,1,0.583604514198526
male,75-84,british,middle_class,christian,married,7,no_qual,lib_dem,remain,1,1,1,0,0,1,1.2991316995812086
male,35-44,british,working_class,christian,married,6,no_qual,cons,remain,1,0,1,1,1,1,1.2520246460853903
female,55-64,british,working_class,christian,married,7,postgrad,lib_dem,remain,1,1,1,1,1,1,0.4449223706165559
male,55-64,british,middle_class,no_religion,married,6,a_level,labour,remain,1,1,1,1,1,1,1.087587631159358
female,55-64,british,working_class,christian,single,4,no_qual,lib_dem,no_vote,1,0,0,0,1,1,0.8512217278708419
female,45-54,other,middle_class,christian,married,15,postgrad,no_party,remain,1,1,1,1,1,0,0.9738470742335431
female,65-74,british,middle_class,no_religion,separated,5,postgrad,labour,remain,1,1,1,1,1,1,0.38403512396810113
male,55-64,other,middle_class,no_religion,separated,13,postgrad,labour,remain,1,1,1,1,1,1,0.4577889461884268
female,18-24,british,middle_class,no_religion,single,3,a_level,labour,no_vote,0,0,1,0,0,1,1.9635037304630174
female,85plus,british,middle_class,christian,widowed,8,no_qual,green_party,remain,1,0,1,0,0,1,0.5579973974535056
female,65-74,british,middle_class,no_religion,married,14,undergrad,cons,remain,1,1,1,1,1,1,0.8270932454893603
female,55-64,british,middle_class,christian,married,13,gcse,cons,remain,1,0,1,1,1,1,1.138247570504842
female,55-64,british,middle_class,christian,widowed,14,a_level,cons,remain,1,1,1,1,1,1,0.569123785252421
female,65-74,british,middle_class,christian,married,10,undergrad,cons,leave,1,1,1,1,1,1,0.8270932454893603
female,18-24,british,middle_class,no_religion,married,14,a_level,no_party,leave,1,0,1,0,0,0,3.162432223941444
male,65-74,british,middle_class,no_religion,married,5,undergrad,cons,remain,1,1,1,1,1,1,0.90519158786309
female,55-64,british,middle_class,christian,married,13,undergrad,cons,remain,1,1,1,1,0,1,0.7165949420724645
female,55-64,british,working_class,no_religion,married,15,undergrad,labour,remain,1,0,1,1,1,1,0.41829171893432177
male,65-74,british,middle_class,christian,married,7,postgrad,labour,remain,1,1,1,1,0,1,0.39514091965542764
male,25-34,other,working_class,no_religion,married,12,gcse,labour,remain,1,0,1,0,1,0,1.2254345527107768
male,45-54,british,working_class,no_religion,married,2,a_level,no_party,no_vote,0,0,1,0,0,1,4.263228610159063
female,45-54,british,working_class,christian,married,14,undergrad,lib_dem,remain,1,1,1,1,1,1,1.4607706113503145
male,35-44,british,working_class,no_religion,single,5,gcse,cons,leave,1,0,1,0,1,1,0.6741187611067626
female,35-44,british,middle_class,christian,married,8,undergrad,cons,leave,1,1,1,0,0,1,0.9807104345668719
female,25-34,british,working_class,christian,married,9,a_level,cons,leave,1,0,1,1,0,0,1.918220633383164
female,65-74,british,middle_class,no_religion,widowed,4,below_gcse,ukip,leave,1,1,1,0,0,0,0.8728801287912424
male,45-54,british,working_class,christian,separated,11,a_level,lib_dem,remain,1,1,1,1,1,1,0.6221343184463485
female,35-44,british,middle_class,no_religion,married,13,undergrad,cons,remain,1,1,1,1,1,1,0.9807104345668719
female,65-74,british,working_class,christian,separated,3,no_qual,labour,no_vote,1,0,1,0,0,0,0.8728801287912424
female,45-54,british,working_class,no_religion,widowed,12,undergrad,no_party,leave,1,0,1,1,1,1,0.5243415816472575
male,18-24,british,working_class,no_religion,single,3,a_level,green_party,no_vote,1,1,1,0,1,0,1.337576854651856
female,25-34,british,working_class,christian,married,9,undergrad,cons,leave,1,0,1,0,0,0,1.0717091963798826
male,45-54,british,middle_class,no_religion,married,15,undergrad,cons,leave,1,1,1,1,1,1,1.1477051504467417
female,25-34,british,middle_class,no_religion,married,14,undergrad,no_party,remain,1,1,1,1,0,1,0.9356608327756063
male,25-34,british,middle_class,no_religion,single,10,undergrad,cons,no_vote,1,1,1,1,1,1,0.5120053389024728
female,35-44,british,middle_class,christian,single,5,postgrad,lib_dem,leave,1,0,1,1,1,1,0.45536250642799386
male,25-34,british,middle_class,no_religion,single,10,undergrad,green_party,leave,1,1,1,1,0,1,0.5446022927090025
male,35-44,other,working_class,other_religion,married,11,undergrad,no_party,remain,0,0,1,0,0,1,1.6053243588205577
male,45-54,british,middle_class,no_religion,separated,8,undergrad,cons,leave,1,1,1,1,1,1,1.1477051504467417
male,45-54,other,middle_class,other_religion,married,14,postgrad,cons,remain,1,1,0,0,1,0,1.1477051504467417
